 5 1.524e+00 1.524e+00
 6 2.605e-01 2.433e-01
 7 8.856e-02 7.239e-02
 8 1.749e-02 1.296e-02
 9 7.572e-03 5.854e-03
10 4.370e-03 2.612e-03
11 2.653e-03 1.330e-03
12 1.738e-03 7.416e-04
13 1.244e-03 4.514e-04
14 9.498e-04 2.976e-04
15 7.627e-04 1.910e-04
16 6.361e-04 1.450e-04
17 5.398e-04 1.037e-04
18 5.081e-04 8.613e-05
19 4.284e-04 6.659e-05
20 4.024e-04 6.095e-05
21 3.528e-04 5.379e-05
22 3.161e-04 5.131e-05
23 3.044e-04 4.368e-05
24 2.835e-04 3.870e-05
25 2.733e-04 3.691e-05
26 2.549e-04 3.541e-05
27 2.374e-04 3.312e-05
28 2.030e-04 3.155e-05
29 1.804e-04 3.014e-05
30 1.682e-04 2.982e-05
